ride_id,driver_id,passenger_id,date,status,car_clearness_upvote_given,politeness_upvote_given,communication_upvote_given,punctuality_upvote_given,complaint_given
55444,2543,18029,2022-08-17,Success,False,False,True,True,False
29328,1398,19350,2023-01-20,Success,True,False,False,False,False
1541,1735,19552,2022-10-21,Success,False,False,False,True,False
45010,2226,31242,2022-10-02,Success,True,False,False,False,False
50333,470,11325,2022-10-14,Success,False,True,True,True,False
44810,907,38435,2022-03-16,Cancelled by the passenger,False,False,False,False,False
14697,434,10959,2022-10-02,Rejected by the driver,False,False,False,False,False
38789,665,10270,2022-09-19,Rejected by the driver,False,False,False,False,False
55201,1545,21305,2022-04-22,Success,True,True,False,False,False
13112,1200,8793,2023-02-06,Success,True,False,True,False,True
55155,2487,30655,2022-05-30,Success,False,True,True,False,False
1921,1664,33254,2023-04-15,Success,False,True,True,True,True
57442,2400,36302,2022-04-01,Success,True,False,True,False,True
5954,131,6453,2022-11-20,Cancelled by the passenger,False,False,False,False,False
58164,1936,30828,2022-07-08,Success,True,True,False,True,False
34933,2113,4991,2023-01-16,Cancelled by the passenger,False,False,False,False,False
34528,345,22326,2023-02-17,Success,False,True,True,False,False
1410,1341,6090,2022-03-25,Success,True,True,False,False,False
55107,1579,13692,2023-01-26,Cancelled by the passenger,False,False,False,False,False
32239,1159,27705,2022-04-20,Success,True,True,True,True,False
9944,745,18675,2022-05-09,Success,True,False,False,False,False
7593,2320,12731,2023-03-26,Success,True,False,False,True,False
37626,2298,34250,2023-01-24,Success,False,False,True,False,False
45737,811,24211,2022-07-30,Success,False,False,True,True,False
44894,1692,39791,2022-07-17,Cancelled by the passenger,False,False,False,False,False
51112,533,38339,2022-11-25,Success,True,False,False,False,True
20112,2202,26821,2022-10-24,Success,False,True,True,False,False
27964,2576,13369,2022-08-29,Success,False,False,False,True,True
58317,449,19493,2023-02-26,Success,False,True,True,True,False
38581,743,15712,2022-05-03,Success,False,True,False,True,False
58071,1331,29947,2022-05-21,Rejected by the driver,False,False,False,False,False
54301,1400,248,2022-04-04,Success,True,False,False,True,True
29066,1609,25908,2022-07-01,Cancelled by the passenger,False,False,False,False,False
37649,1264,24888,2022-09-05,Success,True,False,True,False,False
41856,2855,18266,2022-08-21,Success,False,False,True,False,False
45382,2972,21075,2022-04-14,Rejected by the driver,False,False,False,False,False
38959,1930,19844,2022-09-30,Success,False,False,False,True,False
35464,337,20717,2022-09-13,Success,False,True,False,True,False
49778,1720,1756,2022-05-19,Success,False,False,False,False,False
54829,188,5014,2022-07-03,Success,True,True,True,True,False
33112,2245,14653,2022-12-12,Success,True,True,True,True,False
21551,139,32118,2023-01-01,Rejected by the driver,False,False,False,False,False
20267,776,12557,2022-08-11,Success,True,True,False,False,False
13726,812,34383,2023-01-07,Success,False,True,False,False,False
41194,1611,14607,2022-11-27,Success,True,True,False,True,False
1472,688,38496,2022-07-15,Success,True,False,True,False,False
7841,1311,1836,2022-07-10,Success,True,True,True,False,False
21139,392,39547,2023-01-27,Success,True,False,True,True,False
39922,2034,26039,2022-09-27,Success,False,False,True,True,False
49346,1195,35252,2022-11-26,Cancelled by the passenger,False,False,False,False,False
15595,2307,16882,2022-10-08,Success,False,True,False,True,False
35551,2724,8885,2022-04-09,Rejected by the driver,False,False,False,False,False
3739,1044,31397,2022-10-16,Success,False,True,True,False,False
57470,1810,5227,2022-10-08,Success,False,False,True,False,False
37382,210,7921,2022-11-06,Success,True,False,False,False,False
38606,1597,37070,2022-05-11,Rejected by the driver,False,False,False,False,False
18784,2815,2240,2022-07-10,Success,True,False,True,False,False
42155,613,22,2023-03-10,Success,True,True,False,True,True
55031,1945,34367,2022-07-26,Success,True,True,True,True,False
44259,1787,17330,2023-01-07,Success,True,False,False,False,False
15347,1709,27933,2023-02-04,Success,False,True,False,False,False
12723,2811,34779,2023-02-04,Cancelled by the passenger,False,False,False,False,False
44017,2944,23139,2023-03-29,Cancelled by the passenger,False,False,False,False,False
56609,634,834,2023-01-05,Success,False,False,True,False,False
3273,2825,26752,2022-11-28,Success,True,True,False,False,False
2941,2080,19910,2022-10-01,Success,True,True,True,True,False
54204,2726,35930,2022-11-10,Success,False,True,True,False,True
32099,2975,14853,2022-07-23,Success,False,True,True,False,False
41914,528,21103,2022-05-14,Cancelled by the passenger,False,False,False,False,False
19955,1358,12024,2022-09-26,Success,False,True,True,True,False
32543,1605,18136,2022-04-18,Rejected by the driver,False,False,False,False,False
25352,1140,12506,2023-02-27,Cancelled by the passenger,False,False,False,False,False
50048,2721,1679,2022-10-16,Success,True,False,False,False,False
22312,2150,30433,2023-03-28,Success,False,False,True,True,False
8970,2292,24846,2023-01-15,Success,True,True,False,False,False
56988,1778,29555,2023-03-08,Success,False,True,False,False,False
21328,465,35731,2022-11-26,Success,False,True,True,False,False
16154,2306,9617,2022-10-09,Cancelled by the passenger,False,False,False,False,False
48707,2083,19285,2022-03-13,Rejected by the driver,False,False,False,False,False
36558,1961,35178,2022-05-18,Success,False,True,False,True,False
47829,771,7398,2022-03-20,Rejected by the driver,False,False,False,False,False
2481,150,5795,2023-04-05,Cancelled by the passenger,False,False,False,False,False
4735,1026,11784,2022-11-17,Success,False,True,True,True,False
20081,2425,11373,2022-06-02,Success,True,True,False,False,False
54022,1974,3215,2022-10-24,Success,False,False,True,True,False
50990,251,13755,2022-04-17,Success,True,True,False,False,False
