ride_id,driver_id,passenger_id,date,status,car_clearness_upvote_given,politeness_upvote_given,communication_upvote_given,punctuality_upvote_given,complaint_given
15282,1802,37177,2022-09-15,Success,True,False,False,False,False
21436,2412,12480,2022-10-05,Success,True,False,False,False,False
44537,468,23882,2023-03-26,Cancelled by the passenger,False,False,False,False,False
13519,626,75,2023-03-15,Cancelled by the passenger,False,False,False,False,False
47530,811,22783,2022-03-28,Cancelled by the passenger,False,False,False,False,False
53561,2315,17733,2022-04-02,Cancelled by the passenger,False,False,False,False,False
41095,733,25300,2022-10-23,Success,False,True,False,False,False
6061,792,20046,2022-09-07,Success,False,True,True,False,False
9359,1879,24712,2023-04-13,Rejected by the driver,False,False,False,False,False
49040,1749,26521,2023-03-25,Success,False,False,False,True,False
57208,993,34125,2022-12-01,Success,True,False,True,False,False
9871,1082,2102,2023-03-23,Success,False,True,True,True,False
11396,1059,4379,2022-07-05,Rejected by the driver,False,False,False,False,False
19192,2539,27686,2023-02-13,Success,False,False,False,False,False
53262,1207,34780,2022-07-05,Success,True,False,False,False,False
16684,95,29712,2023-01-27,Success,True,True,True,True,False
29619,236,29796,2022-07-25,Success,True,True,True,True,False
17210,2169,4659,2022-12-07,Cancelled by the passenger,False,False,False,False,False
44970,462,22820,2022-03-31,Rejected by the driver,False,False,False,False,False
41884,2787,3661,2023-04-12,Success,False,True,True,True,False
52665,1259,514,2022-07-22,Rejected by the driver,False,False,False,False,False
11427,299,34801,2022-03-25,Success,False,True,False,False,False
6719,66,20442,2022-06-27,Success,False,True,False,True,False
25556,2245,2865,2022-07-24,Cancelled by the passenger,False,False,False,False,False
58249,1524,691,2022-10-25,Cancelled by the passenger,False,False,False,False,False
19359,1914,2098,2022-04-27,Success,True,True,True,False,False
21688,1861,28437,2022-06-06,Rejected by the driver,False,False,False,False,False
47926,714,11111,2022-08-13,Success,False,False,True,False,False
14877,1581,33004,2022-05-02,Rejected by the driver,False,False,False,False,False
20983,2800,11018,2023-02-22,Success,False,False,False,True,False
54592,803,579,2022-03-23,Cancelled by the passenger,False,False,False,False,False
1819,397,22420,2022-03-25,Success,False,True,False,False,False
45105,2647,28673,2022-06-14,Success,False,False,False,True,False
33786,2637,4500,2022-09-08,Cancelled by the passenger,False,False,False,False,False
31739,250,6587,2023-03-22,Success,False,True,False,False,False
13162,2384,2320,2022-03-24,Rejected by the driver,False,False,False,False,False
23488,650,10375,2022-06-23,Cancelled by the passenger,False,False,False,False,False
38162,820,2951,2022-05-11,Success,True,True,True,True,False
3265,802,18216,2022-06-24,Rejected by the driver,False,False,False,False,False
21855,2470,4155,2022-12-19,Success,True,False,True,True,False
23491,2273,31343,2022-03-20,Success,False,False,True,True,False
20118,2365,17218,2022-11-06,Success,True,False,False,True,False
54445,2738,9348,2022-09-08,Success,False,True,True,True,True
45922,1737,1259,2022-03-22,Success,False,False,False,True,False
36221,221,22552,2022-07-11,Success,True,True,False,True,False
41627,2836,4646,2022-08-07,Rejected by the driver,False,False,False,False,False
10209,1256,12167,2022-12-28,Success,False,False,True,False,True
18850,150,18542,2022-04-15,Success,False,False,False,True,False
12369,2421,33130,2023-01-05,Success,False,False,False,False,False
46582,619,18809,2022-11-22,Rejected by the driver,False,False,False,False,False
18487,997,22012,2022-04-30,Success,False,False,True,True,False
24054,2919,12337,2022-04-02,Success,True,False,True,True,False
50001,445,7207,2022-09-24,Success,True,False,False,True,True
1579,687,28111,2022-11-02,Success,False,True,False,False,False
22055,1009,30507,2022-04-12,Success,False,False,True,False,False
16560,2671,2811,2022-09-01,Success,True,True,False,True,False
22072,2487,12704,2022-09-03,Success,True,True,False,False,False
44691,376,17077,2023-02-22,Rejected by the driver,False,False,False,False,False
10623,731,14099,2022-08-25,Success,False,False,False,True,False
26826,1227,29946,2022-07-02,Success,False,False,True,True,False
13017,1545,8775,2022-07-12,Success,True,False,True,True,False
15184,519,13399,2022-03-30,Cancelled by the passenger,False,False,False,False,False
14830,2528,5685,2023-03-12,Success,True,False,True,True,False
16591,2065,31631,2023-04-03,Success,True,True,True,True,False
44249,1793,32171,2022-07-07,Success,True,False,False,False,False
44765,2864,30002,2023-02-27,Success,True,False,False,True,False
8494,474,20312,2023-01-13,Success,False,True,True,False,False
25081,2474,26215,2022-08-20,Cancelled by the passenger,False,False,False,False,False
53823,1747,36504,2022-09-17,Success,True,False,True,True,False
9041,2168,6740,2022-08-08,Success,False,False,False,True,False
18423,1824,34959,2022-12-01,Success,True,False,True,False,False
43737,1569,10874,2023-01-16,Success,True,False,True,False,False
38826,738,27827,2022-08-04,Success,True,True,False,False,False
58518,2083,33397,2022-06-20,Success,True,False,True,True,False
52119,2065,12985,2022-09-10,Cancelled by the passenger,False,False,False,False,False
23785,877,36521,2022-08-26,Success,False,False,True,True,False
2930,1038,25672,2022-11-14,Rejected by the driver,False,False,False,False,False
32134,353,23623,2022-05-11,Rejected by the driver,False,False,False,False,False
58198,2546,28014,2022-12-25,Cancelled by the passenger,False,False,False,False,False
22056,2736,24880,2022-03-16,Success,True,True,False,False,False
9595,1230,39241,2022-04-22,Success,True,False,True,True,False
17721,1170,7078,2022-09-19,Success,False,False,False,False,False
14129,537,18592,2022-10-19,Success,False,False,True,False,False
37148,2110,29869,2022-08-24,Success,True,True,False,False,False
39931,2603,31032,2023-02-20,Success,False,False,True,True,False
14874,557,35529,2023-03-02,Cancelled by the passenger,False,False,False,False,False
55386,1199,15833,2023-03-17,Success,False,True,True,True,False
55990,646,34013,2022-08-07,Success,False,True,True,True,False
6843,1888,12629,2022-07-02,Rejected by the driver,False,False,False,False,False
30535,236,23119,2023-02-03,Success,False,True,True,False,False
31332,2067,30944,2023-02-27,Success,True,True,False,False,False
36888,1366,7640,2023-02-03,Success,False,True,False,False,False
16696,1394,14328,2022-11-15,Success,True,True,True,False,False
51605,138,16170,2022-09-24,Success,True,True,True,True,False
34565,948,25213,2022-06-12,Success,False,True,False,True,True
26130,368,30006,2022-11-01,Success,True,True,True,False,False
33815,1792,18516,2022-11-05,Success,True,True,False,True,False
35268,2629,22415,2022-11-08,Success,False,False,False,False,True
4940,1668,32932,2022-11-15,Success,False,True,True,False,False
20229,1025,17342,2022-03-27,Success,False,True,True,False,False
59479,1215,25071,2023-01-01,Success,False,True,False,False,False
15489,1744,408,2022-09-10,Success,True,False,False,True,False
4141,1264,526,2022-09-02,Success,False,False,False,True,False
25696,2265,32301,2022-11-30,Success,True,False,True,True,False
15657,676,18408,2022-11-09,Success,False,False,False,True,False
58511,2599,9266,2022-11-23,Success,True,True,True,True,False
54192,2511,2554,2022-08-28,Success,True,False,True,False,False
24327,1781,11130,2023-03-27,Success,False,True,True,True,False
39588,850,36829,2022-10-27,Success,True,True,False,True,False
58606,1272,30418,2023-02-17,Success,False,False,False,True,False
29724,225,5718,2022-10-29,Success,False,True,True,True,False
957,2306,28218,2023-04-11,Success,True,True,False,False,False
32557,2526,27556,2023-01-11,Success,True,True,True,True,False
42227,2793,26742,2022-07-21,Success,False,True,False,True,False
22799,2843,23589,2022-04-21,Cancelled by the passenger,False,False,False,False,False
14583,1759,32117,2022-09-04,Rejected by the driver,False,False,False,False,False
42650,2825,31045,2022-08-20,Success,False,False,False,False,False
42059,1547,22844,2022-07-16,Success,False,False,False,True,False
55920,2896,36562,2022-06-27,Success,False,False,False,True,False
48055,1878,32119,2022-09-20,Success,False,False,True,False,False
18645,2387,4392,2022-12-29,Rejected by the driver,False,False,False,False,False
10156,1130,28316,2023-02-23,Success,False,False,False,False,False
18322,1175,35818,2023-04-07,Success,False,True,True,False,False
20809,1679,37476,2022-04-23,Cancelled by the passenger,False,False,False,False,False
6558,67,20709,2022-09-03,Cancelled by the passenger,False,False,False,False,False
19299,1202,13460,2022-07-12,Success,False,False,True,True,False
9636,1257,22350,2023-02-25,Success,False,True,True,False,True
46470,2626,17527,2022-07-04,Rejected by the driver,False,False,False,False,False
2418,1068,18204,2022-03-20,Cancelled by the passenger,False,False,False,False,False
49257,2730,20201,2022-10-03,Success,False,True,False,False,False
976,1313,29203,2022-07-10,Success,True,True,True,True,False
30442,1925,14488,2022-12-10,Success,True,True,True,True,False
14875,2680,12892,2022-08-19,Success,False,True,True,False,False
33079,819,370,2022-12-09,Success,True,True,True,False,False
31380,61,27420,2022-09-11,Cancelled by the passenger,False,False,False,False,False
8237,349,25483,2022-11-24,Success,False,False,True,False,False
6056,2499,12784,2023-03-06,Success,True,True,False,True,False
8068,955,36393,2022-07-31,Success,True,False,False,True,False
4106,2078,15591,2022-09-02,Success,True,False,True,True,True
31613,83,28675,2022-08-14,Success,True,True,False,True,False
21230,728,19273,2022-10-15,Rejected by the driver,False,False,False,False,False
16706,345,5171,2022-07-02,Success,True,True,True,True,False
42548,438,2611,2022-09-23,Success,True,False,False,True,False
24611,2548,5082,2022-05-09,Cancelled by the passenger,False,False,False,False,False
19303,2304,11174,2022-05-06,Success,True,True,False,True,False
49064,1055,18022,2022-04-15,Success,False,True,False,False,False
19679,2119,16111,2022-11-03,Success,False,False,True,False,True
54667,2907,30481,2022-04-07,Cancelled by the passenger,False,False,False,False,False
47597,2894,38613,2022-04-02,Success,False,False,True,False,False
48373,64,10039,2022-03-27,Success,True,True,True,False,False
14813,1119,21522,2022-11-19,Success,False,False,True,False,False
24680,359,24549,2022-05-19,Cancelled by the passenger,False,False,False,False,False
8154,1008,2683,2022-10-23,Success,False,True,True,True,False
28528,157,27910,2023-02-27,Success,False,False,False,False,False
39015,241,11872,2023-02-14,Cancelled by the passenger,False,False,False,False,False
32095,363,3393,2022-08-21,Success,False,True,False,True,False
41023,561,6047,2022-06-21,Success,True,False,True,True,False
20934,247,24355,2023-03-27,Success,False,True,False,False,False
47333,2150,37202,2023-04-05,Success,True,True,False,False,False
51199,2869,38278,2023-03-23,Cancelled by the passenger,False,False,False,False,False
39058,2442,14367,2023-03-31,Success,True,True,True,True,False
19491,2236,15207,2022-06-16,Success,True,True,True,True,False
31836,1611,19246,2022-10-28,Success,True,True,False,True,False
56285,1585,5999,2022-08-11,Success,False,False,False,True,False
3326,2508,1934,2022-10-14,Success,True,False,False,True,False
58687,2012,8534,2023-03-08,Rejected by the driver,False,False,False,False,False
45862,938,3712,2023-03-22,Success,False,True,False,False,False
37299,372,35718,2022-12-25,Success,False,False,True,False,False
3505,2000,34010,2022-10-14,Success,True,True,False,False,False
51301,294,8427,2022-06-23,Success,True,False,True,True,False
12627,1687,10214,2022-04-22,Success,False,False,False,False,False
15363,2969,38292,2022-04-18,Success,False,True,False,True,False
37367,1687,7880,2023-01-10,Rejected by the driver,False,False,False,False,False
49544,306,27296,2022-09-29,Success,False,True,True,True,False
51757,1168,37228,2023-02-04,Success,True,True,False,False,False
59746,1874,16867,2023-03-23,Success,True,True,False,False,False
36842,2871,37953,2022-03-24,Success,True,True,True,True,False
18335,2471,29703,2023-01-14,Success,True,True,False,True,True
48866,1084,29121,2022-09-30,Cancelled by the passenger,False,False,False,False,False
40310,516,16448,2022-09-24,Rejected by the driver,False,False,False,False,False
18789,2824,33784,2022-08-11,Success,True,True,False,True,False
38075,1076,24334,2022-05-03,Cancelled by the passenger,False,False,False,False,False
14545,333,20721,2022-11-04,Success,False,True,True,False,False
40157,2115,27237,2022-06-18,Success,True,False,True,True,False
58538,2558,19818,2022-10-07,Rejected by the driver,False,False,False,False,False
43356,1574,18380,2023-03-11,Success,False,False,False,True,False
17276,1246,31337,2022-03-31,Success,False,False,True,False,False
45685,628,26820,2022-04-13,Success,False,False,True,False,False
46640,2111,26491,2022-05-28,Success,True,True,True,True,False
19740,1374,7217,2022-11-20,Success,True,True,True,True,False
1610,1390,18023,2022-04-01,Success,True,True,False,True,True
14286,1213,34072,2022-08-02,Success,True,False,False,True,False
3617,496,14329,2022-09-19,Success,True,True,False,True,False
44414,1040,23847,2022-10-11,Success,True,False,True,True,False
42108,761,33437,2022-04-14,Success,False,False,False,False,False
39634,1232,7106,2022-12-28,Rejected by the driver,False,False,False,False,False
7833,1068,36884,2023-01-01,Success,True,True,True,True,False
41645,202,37660,2023-02-13,Success,True,False,True,False,False
58235,2535,30816,2023-04-06,Rejected by the driver,False,False,False,False,False
38287,2168,15947,2022-06-14,Success,True,False,False,True,False
22044,2241,26298,2022-08-19,Cancelled by the passenger,False,False,False,False,False
49303,818,14891,2022-12-27,Success,False,False,False,True,False
59925,381,17387,2023-04-08,Success,True,True,True,True,False
37708,2382,2513,2023-03-13,Success,False,True,False,False,False
22434,1573,30050,2022-09-03,Success,True,False,False,True,False
53441,2899,36569,2022-10-28,Success,True,False,False,False,False
42332,794,9976,2023-03-21,Success,False,True,False,True,False
25694,1436,18504,2022-04-14,Rejected by the driver,False,False,False,False,False
52834,465,24333,2023-04-02,Success,False,False,True,False,False
47212,583,19794,2022-04-12,Success,False,False,False,True,False
55585,2140,16941,2022-06-17,Success,False,True,False,True,False
58628,1837,28874,2022-10-22,Success,False,False,True,False,False
46811,2118,6850,2022-11-25,Cancelled by the passenger,False,False,False,False,False
27598,111,13149,2023-03-07,Success,False,True,False,True,False
52926,2007,1263,2023-04-13,Cancelled by the passenger,False,False,False,False,False
50014,1176,27638,2022-08-22,Success,False,True,False,False,False
45904,1785,9277,2022-08-12,Success,True,False,False,False,False
29022,2871,643,2022-08-01,Cancelled by the passenger,False,False,False,False,False
41608,2093,31981,2022-07-13,Success,True,True,True,True,False
24050,1743,16233,2023-01-25,Success,True,False,True,True,False
39629,2783,13723,2022-07-04,Success,False,True,True,False,False
